p_id,reviewer,review_head,review_text,star,Positive,Negative,neutral,compound
flipkart15,Bhupendra Kumbhakar,Not good,This product was faild performance and quality and this product battry is very poor performance,2,0,0.195,0.805,-0.5256
flipkart15,Ankur  Hazarika,Wonderful,Good product but battery life is not good,4,0.176,0.281,0.543,-0.2867
flipkart15,Arun Singh,Excellent,Best camera phone and display is awesome .Go for it,5,0.509,0,0.491,0.8519
flipkart15,Nur islam,Super!,Performance is a good. And display is best. Camera photo and video capture very nice. but Camera module not separate like a s23 fe or s22 fe or a54 Camera module...,5,0.193,0.078,0.73,0.4463
flipkart15,Nitish Priyadarshi,Very Good,"Everything is perfect except battery, battery backup is not at all good..",4,0.252,0,0.748,0.5719
flipkart15,Madhurjya Medhi,Perfect product!,A satisfactory delivery by Flipkart also the Phone is satisfactory 👌,5,0.417,0,0.583,0.6124
flipkart15,Pranav Trivedi,Perfect product!,Very good product. Enjoy to use.,5,0.625,0,0.375,0.7688
flipkart15,Narasimha Somaraju,Just okay,Battery very poor,3,0,0.629,0.371,-0.5256
flipkart15,Azeem  Inamdar ,Perfect product!,Amazing camera best performance allround good smart phone Thank u samsung,5,0.763,0,0.237,0.9442
flipkart15,Pooja Patel,Simply awesome,Very good mobile,5,0.615,0,0.385,0.4927
flipkart15,N.sathish,Utterly Disappointed,Worst mobile,1,0,0.804,0.196,-0.6249
flipkart15,Ayush Raj ,Worst experience ever!,Not so good phone battery drain to fast...,1,0,0.273,0.727,-0.3865
flipkart15,Abhishek pratap singh,Very Good,"Really Love to Use This Phone But Only issue I am facing is Battery, Battery Drains Quickly.",4,0.155,0,0.845,0.4111
flipkart15,Safad Mp,Fabulous!,Nice,5,1,0,0,0.4215
flipkart15,Joel Paul,Worth every penny,The phone is an all rounder*Best cam *Best display (but the outdoor visibility is.    low)*nice built quality The only bad to say is the phone gets warm regularly other than that no problem And not for game's,5,0.044,0.194,0.762,-0.7579
flipkart15,Soumitra Ghanta,Really Nice,Superb Phone with a very poor battery backup. If I am using the phone whole day I have to charge it 3-4 times. But camera and performance is very good with a amazing display,4,0.306,0.054,0.64,0.905
flipkart15,abhishek sinha,Nice,Battery drain very fast,3,0,0,1,0
flipkart15,Radha kishan rao,Highly recommended,Very good product,5,0.615,0,0.385,0.4927
flipkart15,Sakthi S,Delightful,Always good but battery is low,4,0.227,0.308,0.465,-0.1779
flipkart15,Kartik Juneja,Wonderful,It has samsung bloatwares.,4,0,0,1,0
flipkart15,Avisek  Banerjee,Excellent,Good product.  But worst battery.  Everything else is best 👌,5,0.399,0.291,0.309,0.2732
flipkart15,Souvik Dutta,Decent product,Battery backup is very bad. Drowning too fast. Front camera is not as per the expectation.,3,0,0.202,0.798,-0.5849
flipkart15,Saklin Mahammad,Super!,Best camera phone  ...........,5,0.583,0,0.417,0.6369
flipkart15,Flipkart Customer,Terrific purchase,Value for money,5,0.545,0,0.455,0.34
flipkart15,Ajit Sahu,Good,"It's been two months, I had brought the phone for my field study but the battery drains too fast. Within 2 hours, the battery comes down to 80 % from 100%. However, it stays till 25% till evening. It's a little risky. So i won't recommend.  Only for battery , 3 stars",3,0,0.101,0.899,-0.5917
flipkart15,Jyoti Walia,Worthless,"Don't buy this phone poor quality battery,network problem,hanging phone every tym and heating every time",1,0,0.181,0.819,-0.4767
flipkart15,Lamdade Nagnath,Must buy!,Great camera and phone but very bad experience with battery backup,5,0.152,0.31,0.538,-0.5632
flipkart15,Flipkart Customer,Value-for-money,good performance,4,0.744,0,0.256,0.4404
flipkart15,Amar Chavan,Perfect product!,Outstanding phone excellent camera display exnyos variant good for photography,5,0.602,0,0.398,0.891
flipkart15,Sibananda Panigrahy,Fabulous!,Great phone. Awesome design and camera is excellent.,5,0.704,0,0.296,0.9169
flipkart15,Flipkart Customer,Perfect product!,Better than expected,5,0.592,0,0.408,0.4404
flipkart15,Debashish  Gorai,Really Nice,Like,4,1,0,0,0.3612
flipkart15,Flipkart Customer,Wonderful,Good product camera is good performance is decent but battery is average (we have to charge our phone twicw a day),4,0.178,0,0.822,0.4404
flipkart15,Peiguimei Kamson,Wonderful,Great phone,5,0.804,0,0.196,0.6249
flipkart15,Aritra Dolui,Best in the market!,Superb camera and display. Satisfied with it performance. SD888 version. Only battery is draining fast. This is not that big issue.,5,0.266,0,0.734,0.7845
flipkart15,Karan Aswani,Super!,Excellent,5,1,0,0,0.5719
flipkart15,Vinod Rathod,Fair,"Poor battery backup, don't prefer 😢",3,0,0.437,0.563,-0.4767
flipkart15,Deepak Bansal,Terrible product,Battery is very bad,1,0,0.558,0.442,-0.5849
flipkart15,Mohan R,Wonderful,Good phone with most features reasonable for the cost only drawback is the battery draining fast so need to carry a powerbank otherwise a nice phone,4,0.206,0,0.794,0.6908
flipkart15,Flipkart Customer,Highly recommended,All rounder phone 📱 super just go for it if your budget around 30k best pick .,5,0.384,0,0.616,0.8442
flipkart15,pawan lodhi,Wonderful,Awesome camera in this price but battery performance not good,5,0.187,0.228,0.586,-0.1429
flipkart15,Aditya Singh,Perfect product!,Good,5,1,0,0,0.4404
flipkart15,Deepak Kumar,Very poor,Not worth it. A lot of heating and performance issues in the phone. I would not recommend anyone to spend this much amount on this phone.,1,0,0.146,0.854,-0.4168
flipkart15,Sayali Surve,Just wow!,"Nice phone but it's battery drains very fast. Camera quality is great, everything except battery is great",5,0.485,0,0.515,0.9349
flipkart15,Pranav P,Nice product,Good,4,1,0,0,0.4404
flipkart15,Jitendra Prajapati,Super!,"The phone is generally impressive, with excellent speed and smooth performance; however, the battery performance is average.",5,0.318,0,0.682,0.7906
flipkart15,Sai Kumar Tirlangi,Wonderful,"At 30k Budget it is one of the best phone which offers you great cameras, Crisp Display and Excellent Performance. Battery Backup might be an exception for you, if you want to buy a good battery backup phone. I would say the battery back is average. Other than battery backup there are some network issues in this phone. Overall a great phone which can mostly satisfy all your needs.",4,0.283,0,0.717,0.9729
flipkart15,Sayan Chakraborty,Terrific,"Fabulous...no heating issue no battery issue.. It is a compact ph and flagship lvl ph so generally battery not bad...It's OK with 6hrs screen on time. In hand feel, speaker,  display , haptics, camera up to the mark. It is a overall compact ph. Though it is with exyons processor but it handle everything smoothly .",5,0.06,0.061,0.879,-0.0039
flipkart15,Dharmraj Tiwari,Does the job,Very nice,3,0.756,0,0.244,0.4754
flipkart15,Ranobir Paul,Worth every penny,Very good.,5,0.762,0,0.238,0.4927
flipkart15,Anil Varma,Classy product,"Best camera quality,but slight issue with battery backup.",5,0.375,0,0.625,0.6369
flipkart15,Prakash Kewat,Worth every penny,this phone is good,5,0.492,0,0.508,0.4404
flipkart15,Praveen  Kumar ,Brilliant,Excellent Mobile only problem with battery,5,0.356,0.26,0.385,0.25
flipkart15,Gowtham,Wonderful,Getting screen on time around 5.45 hours,4,0,0,1,0
flipkart15,Hem Sahu,Awesome,Excellent performance,5,0.787,0,0.213,0.5719
flipkart15,Satnam Chaudhary,Great product,I am really satisfied with the device. I am normal user and I don't have any battery related issue,5,0.171,0,0.829,0.4754
flipkart15,Bhavika Patel,Waste of money!,"I have purchased Samsung S21 FE on 8 Oct 2023. The camera started malfunctioning within 3 Months. Initially, the camera was working perfectly. After use of 1 month, the camera was not focusing correctly, and the entire photo was blurred. After use of 3 months, I am not able to capture even a single photo whatever photo I am capturing it is showing blurred.",1,0.071,0,0.929,0.6369
flipkart15,Prasanta Majhi,Highly recommended,Excellent mobile.......,5,0.787,0,0.213,0.5719
flipkart15,Ritesh kumar Singh,Super!,such a amazing phone.,5,0.655,0,0.345,0.5859
flipkart15,Amit kumar ,Really Nice,"Best part of the smartphone is display,it justify the price it cost and also satisfied with performance.",4,0.318,0,0.682,0.7906
flipkart15,Tushar Khairnar,Highly recommended,Heating issue... overall great...not tested wireless charging and waterproofing yet...heats while charging...and while performing heavy task and 4k shooting,5,0,0,1,0
flipkart15,Prabhakaran  v,Awesome,Great phone with good deal.,5,0.7,0,0.3,0.7906
flipkart15,Chocolaty Utkarsha,Fabulous!,So beautiful  camera,5,0.677,0,0.323,0.6361
flipkart15,Karthik S,Great product,Excellent,5,1,0,0,0.5719
flipkart15,Mmd Shalaheen,Fair,Mobile,4,0,0,1,0
flipkart15,Flipkart Customer,Waste of money!,Battery  drains very  fast,1,0,0,1,0
flipkart15,Sontu Kayal,Not good,Phone very bad performing,2,0,0.558,0.442,-0.5849
flipkart15,Pushpa Thapa,Wonderful,Good phone 👍,4,0.744,0,0.256,0.4404
flipkart15,Ajay Sehgal,Does the job,Battery Issue!! I ignored the reviews saying battery is draining fast and I ordered. Don't lasts even a day on Single Charge!!Request to Samsung to bring back the cellphone and replace with a better battery 🔋.,3,0.112,0.063,0.825,0.4153
flipkart15,aman deep,Bad quality,"Camera quality is better, not best. Battery backup is average. Over all not full money value of Rs.30,000",2,0.124,0.232,0.644,-0.362
flipkart15,Rudra Anand,Wonderful,Phone heats too much and charge long last to 5-6 hours,4,0,0,1,0
flipkart15,Raju Pathangi,Classy product,I like this phone real,5,0.455,0,0.545,0.3612
flipkart15,Tailor Rakesh,Nice product,Cameras  quality  is very nice..but battery  becoming very dry  fast ...but  over all 50 50 like...,5,0,0,1,0
flipkart15,Joydeep Bhattacharya,Terrific,Just unbelievable performance,5,0.474,0,0.526,0.2023
flipkart15,Anil Kumar K H,Great product,Superb,5,1,0,0,0.6249
flipkart15,Gaurav Murlidhar Bansod,Brilliant,Snappy n smooth device . great clicks,2,0.506,0,0.494,0.6249
flipkart15,Lokesh Panwar,Terrific purchase,"Love the it feels on hands, so light wight super power.",5,0.482,0,0.518,0.8542
flipkart15,POTHURAJU  RAMBABU ,Don't waste your money,"Very bad 👎 battery performance and SAR value very highly,  SAR 1.6 BELOW  but SAR 1.98",1,0.099,0.14,0.76,-0.177
flipkart15,Mukesh Prajapat,Absolute rubbish!,Battery is draining like opened tap water tank.,1,0.263,0,0.737,0.3612
flipkart15,rohit Thakur,Horrible,Bad 👎 performance,1,0,0.778,0.222,-0.5423
flipkart15,Satish  Kumar,Terrific,Nice phone,5,0.737,0,0.263,0.4215
flipkart15,ganesh patil,Slightly disappointed,touch problem,2,0,0.73,0.27,-0.4019
flipkart15,Kishore Ravi,Fair,Camera Is mind BlowingBattery worst Display Is goodPerformance OkayHeating Issue is major ProblemFor Camera is very effective 😍😍,3,0.144,0.175,0.681,-0.1796
flipkart15,Subhajit Das,Nice,Some issue not bad phone,3,0.416,0,0.584,0.431
flipkart15,Vamshee,Terrific purchase,"Best mobile at this price range. Display, camera and performance are awesome. All rounder.",5,0.409,0,0.591,0.8519
flipkart15,Hemant Chhabra,Nice,Not worth to buy  in 2023-24.poor battery.lots of other  brands giving good configuration in lesser price.,3,0.265,0.083,0.651,0.5624
flipkart15,Aman  Sharma,Must buy!,Perfect phone by Samsung,5,0.552,0,0.448,0.5719
flipkart15,Flipkart Customer,Just wow!,Good,5,1,0,0,0.4404
flipkart15,Swapna Seepathi,Value-for-money,IT'S A PERFECT PHONE WITH AVERAGE BATTERY BACKUP AND HEATING ISSUE,4,0.291,0,0.709,0.5719
flipkart15,Kaushal Shukla,Terrific,"Phone is above average haptics aur not so good but better than mid range but not flagship grade, performance is aswm but phone feels lettle warm in the hand during summer or sunny day overall phone is good but need some improvement like better battery optimisation and heating issues👍",5,0.393,0.1,0.507,0.975
flipkart15,Surjith Naidu,Delightful,It would have been better if battery works longer,4,0.266,0,0.734,0.4404
flipkart15,Vijeth Netrakar,Good choice,"Despite being snapdragon 888 , while playing games , the games run choppy , it's not optimised for gaming. If the main intention is to buy this phone for multi-tasking and camera then go for it , if u r a gamer then I would recommend not to buy this phone , and battery is also smaller it runs out soon , have to charge twice a day depending on u",4,0.069,0.036,0.895,0.2598
flipkart15,Faraz husain ansari,Classy product,Go,5,0,0,1,0
flipkart15,Shaik Tajuddin Baba,Best in the market!,No1 set goodworking,5,0,0,1,0
flipkart15,Saadhu Pandey,Value-for-money,I like it,4,0.714,0,0.286,0.3612
flipkart15,Ankit Tiwari,Decent product,Everything is good except battery,3,0.42,0,0.58,0.4404
flipkart15,Subhendu  Routray,Highly recommended,"Well, the snapdragon variant is supercool. It makes you feel of a real flashship phone that has level match to iphone 13.",5,0.095,0,0.905,0.2732
flipkart15,Saurabh Sharma,Must buy!,I'm writing this review after using 01 month. Mobile has only one draw back...its battery drains very fast....if u r using 5g network. You can optimize ur battery by choosing power saving,5,0.099,0,0.901,0.4939
flipkart15,Amar  Tripathi,Just okay,As per price phone not delivering performance but it is samsung so ok ok because samsung has end to end telecom technology so it delivered best connectivity experience across the brands.,3,0.33,0,0.67,0.9412
flipkart15,Jai Ranawat,Terrific purchase,Excellent camera,5,0.787,0,0.213,0.5719
flipkart15,Devashish Mahato,Pretty good,Overall phone is good But There is lots of Heating Issue Camera...Outstanding 🤩🤩,4,0.14,0,0.86,0.2382
flipkart15,Sumanta Kumar Subudhi,Worth every penny,Great product at great price. Camera and processing speed,5,0.539,0,0.461,0.8481
flipkart15,Bambam Kumar,Terrific,Best,5,1,0,0,0.6369
flipkart15,Tamminana  Manmadharao ,Terrific,Good,5,1,0,0,0.4404
flipkart15,Yajas Kumar,Brilliant,"Its a very good mobile phone nice camera, Nice performance, very good camera, display is also bright and the design is awesome Best phone in the segment but there is a problem of heating in the phone after one ui6.0 update",5,0.304,0.072,0.624,0.8197
flipkart15,Raj Yadav,Terrific,Selfie camera 5/3 Back 5/4.5 overall 5/4.5,5,0,0,1,0
flipkart15,Sumit Singh,Classy product,Wonderful 👍👍 very good 👍👍,5,0.697,0,0.303,0.7841
flipkart15,Flipkart Customer,Classy product,Nice,5,1,0,0,0.4215
flipkart15,Saurav Kumar,Delightful,Phone was overall good just bcz of nt providing charger with the box.,4,0.195,0,0.805,0.4404
flipkart15,Anurag Tiwari ,Very Good,Awesome,4,1,0,0,0.6249
flipkart15,Jeshmine Debbarma,Expected a better product,Hitting problem and performance not good,2,0,0.561,0.439,-0.6256
flipkart15,Shubham  Sharma ,Wonderful,1 hi cons Hai battery otherwise it's unbelievable phone..,4,0.205,0,0.795,0.2023
flipkart15,ARINDAM DAS,Wonderful,Awsome camera for capture video and photo but little bit disappointed with battery. But in this price best phone in the market 2023 and too much heat issue.. 🔥🔥🔥,5,0.159,0.102,0.739,0.4709
flipkart15,NIKHAT Khan,Classy product,Best flagship mobile buy without  any problem but carry travel power bank,5,0.376,0,0.624,0.5313
flipkart15,Md. Sohel,Must buy!,Nice cemera ..Good touch and feel ..Premium look ..Bettery bit low .. need to charge 2 times a day for heavy user ...,5,0.117,0.088,0.795,0.1779
flipkart15,Gopal Mhatre,Super!,The best,5,0.808,0,0.192,0.6369
flipkart15,Ritesh kumar,Slightly disappointed,Not for man,2,0,0,1,0
flipkart15,Surendra Kumar gupta,Unsatisfactory,Camara quality is very poor.,1,0,0.459,0.541,-0.5256
flipkart15,Divya C,Fabulous!,Worth for money,5,0.487,0,0.513,0.2263
flipkart15,Ashwani Yadav,Classy product,Good,5,1,0,0,0.4404
flipkart15,Rohit Kumar,Just okay,Heating issue,3,0,0,1,0
flipkart15,Vitthal Khot,Decent product,Good,3,1,0,0,0.4404
flipkart15,kamal  kumar,Fabulous!,Best zoom cameraGreat camera for outdoor Top low light cameraBattery normalBest display Sound 👌,5,0.331,0.116,0.552,0.5994
flipkart15,Sumit Singh,Nice product,"Awesome product overall.Was having some heating issue on my first day.I will say this that is needs a better battery but with Samsung super fast charging adapter that you can buy on Flipkart , it fully charges very quickly.",4,0.214,0.067,0.718,0.7757
flipkart15,Manjunath  B,Super!,"Impressive performance , camera and Design, battery lasts for 1.5 days easily.",5,0.388,0,0.612,0.6908
flipkart15,siya roy,Decent product,Camera -3.5/5[good ]Battery -2/5 Display -4/5,3,0,0,1,0
flipkart15,Deepak Kumar,Nice,Heating problem,3,0,0.73,0.27,-0.4019
flipkart15,akash sinha,Wonderful,"At the price range of 32 k  -37k  its the best,camera is in  par with iphone 13,display is among the best though brightness  should be little more, there is no lag in performance,no heating issue,(only  downside is battery that maybe due to exynos processor.) Overall its decent product",5,0.122,0.123,0.755,0.235
flipkart15,prosenjit sadhu,Best in the market!,good mobile,5,0.744,0,0.256,0.4404
flipkart15,Kuldeep Yadav,Simply awesome,Samsung galaxy s21 mobile is very beautiful mobile and Camara quality is perfect DSLR camera but bettry pickup not long time service good quality mobile.,5,0.286,0,0.714,0.8315
flipkart15,Flipkart Customer,Simply awesome,"Although the phone has reached its commercial retirement... The phone gives great competition to any smart phone in its price range. The cameras still surprise with their performance. Games can be played in the Highest settings, heating may seem like an issue, but it's very rare. Design is iconic, in hand feel follows the Legacy of FE models, display further solidifies the screen supremacy of samsung. Heavy usage can reduce the battery life, but no serious gamer would buy this one anyway. My ...",5,0.172,0.045,0.783,0.8381
flipkart15,Karthikeyan A,Useless product,It is not worthy for 40k .please go with other brands,1,0.168,0.176,0.657,-0.0274
flipkart15,amit dolas,Terrific purchase,"There is always, always, always something to be thankful for flipkart",5,0.27,0,0.73,0.5719
flipkart15,Priyank Gour,Awesome,value for money,5,0.545,0,0.455,0.34
flipkart15,Dipak Shinde,Nice product,"Great product , Samsung smartphones are my favorite And just a wow",4,0.609,0,0.391,0.8979
flipkart15,Amit Kumar  Sharma,Did not meet expectations,"Flipkart is really very fake site . When I purchase s21 fe , there was no problem . But after 30 days it had cracked automatic from back side means flipkart seller had sold me repair old mobile (polished back side ) , after heating it is cracked after some time.....",1,0,0.121,0.879,-0.5839
flipkart15,Sumit Kumar,Worth every penny,Nice product,5,0.737,0,0.263,0.4215
flipkart15,Abhishek Sharma,Fabulous!,In hand  feel is very,5,0.444,0,0.556,0.4939
flipkart15,Ritwick Mukherjee,Terrific,Overall I am satisfied with the productSpecially with battery backup.,5,0.259,0,0.741,0.4215
flipkart15,Jagannath  Mishra ,Simply awesome,Super camera..I like it very much...,5,0.615,0,0.385,0.7506
flipkart15,Altaf Shaikh,Perfect product!,Awesome,5,1,0,0,0.6249
flipkart15,Kiran K,Good,Camera : For taking pics it really needs to improve 😞 😞 but for video it's perfect 🙂🙂. For me battery backup is good 👍👍,3,0.366,0,0.634,0.8997
flipkart15,Flipkart Customer,Delightful,Good mobile,4,0.744,0,0.256,0.4404
flipkart15,Mayank Srivastava,Wonderful,Thankyou flipkart for fast delivery,5,0,0,1,0
flipkart15,Asutosh P.,Slightly disappointed,Worst purchase of the year. Battery life is 12 hours on 60Hz dual sim. Started getting keyboard crashing issues after One UI 6 update. Whats the use of a phone's power if the battery cannot even last on 5G. Camera is not good in low light.,2,0.037,0.132,0.831,-0.69
flipkart15,Pawan Kumar,Really Nice,very good product.,4,0.615,0,0.385,0.4927
flipkart15,Yasin Mohammed,Wonderful,"About : Everything is good except battery and fast charging. Delivery was on time, exchange value for my old phone was also good and reasonable. Thanks flipkart and dealer for it. Cons: Battery drains faster than other androids especially if you're coming from Poco, xiaomi etc. I know it's a flagship level processor, it may drag more battery power, but it would have been better. We need to charge twice According to my usage. Maybe it varies person to person. No charger in the box is huge ...",4,0.162,0.044,0.793,0.8519
flipkart15,Sibasis Basu,Just okay,battery life is poor...120hz kills the battery very quickly,3,0,0.304,0.696,-0.5423
flipkart15,Dev Goswami,Simply awesome,"Superb under 30k , don't go for 1+ or any other brand best OS on android one can have, I have 888+ and it's amazing, talking about battery life after 1 UI 6.0 Update it's stable with avg use it lasts a day, and in around 1hr 15 mins it charges full with 25w docOverall best phone, in love with samsung 🩷",5,0.303,0.028,0.668,0.9705
flipkart15,bagul  sagar,Pretty good,"Phone ia good ..camera is also fab. Processor is  slightly under perform,, disply is awosome and in hand feel is also very comfortable.",4,0.4,0,0.6,0.9134
flipkart15,Deepak Kumar Yadav,Absolute rubbish!,This product is not good not buy,1,0,0.286,0.714,-0.3412
flipkart15,sandeep raj,Brilliant,except battery backup everything is fine,5,0.265,0,0.735,0.2023
flipkart15,Sneh Kumari,Excellent,Truly awesome,5,1,0,0,0.7906
flipkart15,Flipkart Customer,Delightful,"Camera - 5/5Screen - 5/5Battery - 4/5Gaming - 3/5Sound - 5/5Performance - perfect, for I'm not a gamer.",4,0.27,0,0.73,0.5719
flipkart15,Flipkart Customer,Highly recommended,Very nice midrange phone. Display and camera are very good. Battery could have been better. Otherwise phone is very good.,5,0.436,0,0.564,0.9077
flipkart15,prakash T G,Best in the market!,Value for money but the only problem is in the battery back. It's so bad for heavy use but for casual use it's better,5,0.212,0.268,0.52,-0.617
flipkart15,Sambhav Chandalia,Terrific purchase,Best cameraNo lagsSturdyPremium features of a flagship phoneIn budget got for 33500Reviewing after 3 months of usageNeeds 2 times of charging in 24 hrs Otherwise beautiful package,5,0.311,0,0.689,0.8591
flipkart15,Krishna Rao Yarabati,Slightly disappointed,Mobile heating. Waste of money,2,0,0.412,0.588,-0.4215
flipkart15,Vijeesh PV,Decent product,Average product in this prize rage. Over heating issue and fast charging not good.,3,0.186,0.288,0.527,-0.2803
flipkart15,Rajkamal  Kumar ,Nice product,"Only battery drain issue, except battery backup everything is top level",4,0.153,0,0.847,0.2023
flipkart15,Girdhari Kaushal,Good,Battery backup is not too good/but all other features are👍,3,0,0,1,0
flipkart15,shyam sundar,Brilliant,Good,5,1,0,0,0.4404
flipkart15,Dr. Anand A.P,Terrific,Superb plagship phone and Beautiful telescopic camera and display.,5,0.533,0,0.467,0.8402
flipkart15,Kuldeep Yadav,Really Nice,Samsung should add the changer in box assesories.,4,0,0,1,0
flipkart15,AK Khan Khan,Super!,Thanks,5,1,0,0,0.4404
flipkart15,Anurag Sonawane,Good quality product,"Good ,but mobile heats lit,scope for improvement.",4,0.543,0,0.457,0.714
flipkart15,Flipkart Customer,Decent product,All good battery is ok,3,0.63,0,0.37,0.6249
flipkart15,Rahul  Vishwakarma ,Super!,Good Phone to have,5,0.492,0,0.508,0.4404
flipkart15,Nisha Rajput,Really Nice,"Battery is the only issue, issue means screen on time is less it is nearly 4hrs. Otherwise Best phone go for it.",4,0.167,0,0.833,0.6369
flipkart15,Flipkart Customer,Terrific purchase,Heating while gaming...poor battery.slow charging with 25 w ...camera and display are really really good..and inhand feel is so good.,5,0.172,0,0.828,0.5777
flipkart15,SUHASIS ROY,Just wow!,It's quite good. Battery optimization would have been better,5,0.599,0,0.401,0.8384
flipkart15,Sandeep Loke,Best in the market!,Overall performance is satisfactory except sometimes phone gets over heated,5,0.217,0,0.783,0.3612
flipkart15,Nandan Bhuva,Good quality product,Best camera quality 😁,4,0.677,0,0.323,0.6369
flipkart15,Rahul Arya,Super!,Good for general purposes.Not for gaming,5,0.367,0,0.633,0.4404
flipkart15,Prakash Patel,Decent product,"Good Camera And Best Performance With An Good Display 👍, But Battery is very draining after 5g And Also Very Hot Stuff ,Keep The Phone inside fridge",3,0.213,0,0.787,0.6705
flipkart15,Kantilal Shah,Nice product,Nice phone,4,0.737,0,0.263,0.4215
flipkart15,Flipkart Customer,Not good,After 3 months of use ... I want to suggest to not buy this phone ...Not worth for the price.1) Camera is not up to the mark.2) Heating issues even if you're using Normal day 2 day apps.3) Performance is 👎. 4) Network issues due to Heating problem.At this price point i suggest to go for google pixels phone... Completely disappointed!!,2,0.052,0.065,0.883,-0.417
flipkart15,Narendra Singh negi,Good,Best camera phone in this price segment and samsung brand value and security is top screen quality is awesome 👌,3,0.516,0,0.484,0.9313
flipkart15,rohit verma,Just okay,Worst battery life,3,0,0.672,0.328,-0.6249
flipkart15,Bhikari Jena,Must buy!,It is overal a very Good Phone,5,0.39,0,0.61,0.4927
flipkart15,Syed M Zaman,Perfect product!,Value for money. Overall very good.,5,0.583,0,0.417,0.6801
flipkart15,Pushkar Sawant,Classy product,"The smartphone is absolutely powerfull but the only thing I find as it's drawback is its battery it's not even coming a full day,don't buy it for gaming purpose",5,0,0,1,0
flipkart15,Rushikesh jadhav,Excellent,Best phone in segment,5,0.583,0,0.417,0.6369
flipkart15,Vasani  yogesh,Brilliant,Nice,5,1,0,0,0.4215
flipkart15,N c Krishna  Prasad,Value-for-money,Satisfied with this,4,0.583,0,0.417,0.4215
flipkart15,ASHOK ARYA,Useless product,It has serious 5g network issues as it lacks n77 frequency band which is essential for good 5g coverage. Don't buy.,1,0.125,0.056,0.819,0.3818
flipkart15,Vikas  Shahi,Value-for-money,"Battery is really on the worst side, other than that Camera is good with great display.",4,0.287,0.179,0.534,0.3892
flipkart15,Rakesh Singh ,Not recommended at all,Bytri not good,1,0,0.546,0.454,-0.3412
flipkart15,Flipkart Customer,Absolute rubbish!,Very Bad quality,1,0,0.655,0.345,-0.5849
flipkart15,Vimal Tomar,Good choice,Nice camera and performance,4,0.483,0,0.517,0.4215
flipkart15,Flipkart Customer,Pretty good,Worthier one,4,0,0,1,0
flipkart15,Ajay Patel,Terrific,Love u,5,1,0,0,0.6369
flipkart15,jegan jayaraj,Pretty good,Only disadvantage is battery if your are  a full day phone user or gamer don't go for it,4,0,0.149,0.851,-0.4215
flipkart15,Jeevan  Nayak,Best in the market!,YOU CAN GO FOR IT BLINDLY.,5,0,0,1,0
flipkart15,Raghavendra G S,Waste of money!,"Very shameful that Samsung is not providing charger with the phone, Govt should interfere, India number 1 mobile supplier is not providing charger following Apple, they should learn from Chinese and MIUI is far better than One UI, not good software experience ..",1,0.087,0.123,0.79,-0.4017
flipkart15,Nirav Padiya,Terrific purchase,Jast ok,5,0.688,0,0.312,0.296
flipkart15,ABINAVV A.B,Mind-blowing purchase,Excellent,5,1,0,0,0.5719
flipkart15,Karan Mehra,Worth the money,"Awesome 👌 👏 display quality, performance all over best in feature",4,0.542,0,0.458,0.8519
flipkart15,Flipkart Customer,Just okay,Battry perfo. Low,3,0,0.512,0.488,-0.2732
flipkart15,Flipkart Customer,Worth the money,Battery is average camera is good for the price,4,0.266,0,0.734,0.4404
flipkart15,Flipkart Customer,Perfect product!,"Nice phone ,Camera is clarity super,super UHd video recording, Battery not good ,,",5,0.307,0.134,0.558,0.4756
flipkart15,SreeRam mk,Nice product,Overall a good product for the price with great cameras.,4,0.5,0,0.5,0.7906
flipkart15,Durgesh Dada   Thombare ,Perfect product!,Best camera phone.battery also good 1day backup,5,0.587,0,0.413,0.7964
flipkart15,Mehul verma,Good choice,Under 35k is best phone,4,0.512,0,0.488,0.6369
flipkart15,Harry Gill,Terrific,I bought this phone in big billion day sale in october and I m reviewing after 2 months usage so I will give my right opinionI played genshin impact game which one of the most heaviest game on phone this phone gave me 4 hour gameplay without much heating here temperature was 20 degree average so I have found no issue till now camera is awesomeU can go for snapdragon version of this phone in my opinion very nice smartphone thanks Samsung,5,0.105,0.03,0.865,0.7346
flipkart15,Abdul hannan  Mir,Just wow!,Overall good phone✨️,5,0.592,0,0.408,0.4404
flipkart15,Khunkam Sawen ,Nice product,The product is very satisfactory. It's build quality and design is sexy 😍  in hand fell awesome. But there are some negative issues like it get heats faster than I expected  and the other one is that the NETWORK RECEIVETION is a bit weak.,4,0.219,0.162,0.619,0.0249
flipkart15,Rahul luhaniwal,Must buy!,Battery performance so much bad ....if u wanna use power saver mode 5G not run if u use 5G battery drain so fast ....8_12 hours max back up when u don't use phone camera quality so good otherwise phone so fast n best,5,0.171,0.079,0.75,0.6642
flipkart15,Flipkart Customer,Slightly disappointed,This product is very bad 👎 And camera quality so bad 👎 And then  hitting problem,2,0,0.483,0.517,-0.883
flipkart15,sandeep kumar,Wonderful,"Wonderful photis, I saw many reviews on battery I had concern for battery before buying but for me it is good. I am normal user.",5,0.237,0,0.763,0.7351
flipkart15,Karni Tiwana,Really Nice,A to Z good,4,0.744,0,0.256,0.4404
